Title,Word,Meaning,Source,Niqqud,Here is a list of words with their translations. Return just a list of Hebrew words with vowels/niqqud. Do not include the English translation
Verbal Noun,למידה,learning,Tertiary,לִמִּידָה,
Verbal Noun,הליכה,"walking, going",Tertiary,הֲלִיכָה,
Verbal Noun,ריצה,running,Tertiary,רִיצָה,
Verbal Noun,הזמנה,"order, invitation",Tertiary,הַזְמָנָה,
Verbal Noun,דרישה,demand,Tertiary,דְּרִישָׁה,
Verbal Noun,שינה,sleep,Tertiary,שֵׁינָה,
Verbal Noun,מכירה,selling,Tertiary,מְכִירָה,
Verbal Noun,פתיחה,opening,Tertiary,פְּתִיחָה,
Verbal Noun,שמיעה,hearing,Tertiary,שְׁמִיעָה,
Verbal Noun,התנצלות,apology,Tertiary,הִתְנַצְלוּת,
Verbal Noun,דרישה,requirement,Secondary,דְּרִישָׁה,
Science,מחקר,research,Primary,מֶחְקָר,
Science,טכנולוגיה,technology,Primary,טֶכְנוֹלוֹגְיָה,
Science,מדע,science,Primary,מָדָע,
Science,פרויקט,project,Primary,פְּרוֹיֶּקְט,
Science,שיטה,"system, method",Primary,שִׁיטָה,
Science,תזה,thesis,Primary,תֵּזָה,
Science,אנרגיה,energy,Primary,אֵנֶרְגִּיָּה,
Science,גודל,size,Primary,גּוֹדֶל,
Science,מרחק,distance,Primary,מֶרְחָק,
Science,מהירות,"speed, velocity",Primary,מַהִירוּת,
Science,דגימה,sample,Primary,דְּגִימָה,
Science,משקל,weight,Primary,מִשְׁקָל,
Science,מהדורה,edition,Primary,מַהֲדוּרָה,
Science,הפצה,distribution,Primary,הַפָּצָה,
Science,מסה,mass,Primary,מַסָּה,
Science,ניסוי,experiment,Primary,נִסּוּי,
Science,מאמר,article,Primary,מַאֲמָר,
Science,הגדרה,definition,Primary,הַגְדָּרָה,
Science,עיקרון,principle,Primary,עִיקָּרוֹן,
Science,מעבדה,lab,Primary,מַעֲבָדָה,
Science,מד-חום,thermometer,Primary,מַד-חוֹם,
Science,נוסחה,"formula, equation",Primary,נוּסְחָה,
Science,מחצב,mineral,Primary,מַחְצֵב,
Science,איכות,quality,Primary,אִיכוּת,
Science,גנטיקה,genetics,Primary,גֶּנֶטִיקָה,
Science,גיאוגרפיה,geography,Primary,גִּיאוֹגְרַפִּיָּה,
Science,ביולוגיה,biology,Primary,בִּיוֹלוֹגִיָּה,
Science,כימיה,chemistery,Primary,כִּימִיָּה,
Science,פיזיקה,physics,Primary,פִּיזִיקָה,
Science,פילוסופיה,philosophy,Primary,פִּילוֹסוֹפִּיָּה,
Science,חקירה,investigation,Primary,חַקִּירָה,
Science,חשמלי,electric,Primary,חַשְׁמַלִּי,
Science,מחזור,cycle,Primary,מַחְזוֹר,
Science,מדען,scientist,Primary,מַדָּעָן,
Science,תא,cell,Primary,תַּא,
Science,תגלית,discovery,Primary,תְּגַלִּית,
Science,סיבה,"reason, motive",Primary,סִיבָּה,
Science,כוח-משיכה,gravity,Primary,כּוֹחַ-מָשִׁיכָה,
Science,תאוריה,theory,Primary,תְּאוֹרִיָּה,
Science,עובדה,fact,Primary,עוֹבְדָּה,
Science,להגביר,to increase,Primary,לְהַגְבִּיר,
Science,להנמיך,to decrease,Primary,לְהַנָּמִיךְ,
Science,טון,"ton, tonne",Primary,טוֹן,
Science,קילוגרם,kilogram,Primary,קִילוֹגְרָם,
Science,גרם,gram,Primary,גְּרָם,
Science,אלכוהול,alcohol,Primary,אַלְכּוֹהוֹל,
Music,כינור,violin,Primary,כִּנּוֹר,
Music,להקה,band,Primary,לְהָקָה,
Music,זמר,singer,Primary,זַמֵּר,
Music,שיר,song,Primary,שִׁיר,
Music,גיטרה,guitar,Primary,גִּיטָרָה,
Music,לנגן,to play (an instrument),Primary,לְנַגֵּן,
Music,מוזיקה,music,Primary,מוּזִיקָה,
Music,חליל,flute,Primary,חָלִיל,
Music,כלי-נגינה,(musical) instrument,Primary,כְּלֵי-נְגִינָה,
Music,תוף,drum,Primary,תּוֹף,
Music,פסנתר,piano,Primary,פְּסַנְתֵּר,
Music,סינתיסייזר,synthesizer,Primary,סִינְתֵּיזֵיְיֶר,
Music,נבל,harp,Primary,נֵבֶל,
Music,ז'אנר,musical genre,Primary,ז'ַאנְר,
Music,הופעה,show,Primary,הוֹפְעָה,
Music,קונצרט,concert,Primary,קוֹנְצֶרְט,
Music,נגן,(music) player,Primary,נַגָּן,
Music,מלחין,composer,Primary,מַלְחִין,
Music,יצירה,"creation, musical piece",Primary,יְצִירָה,
Music,פזמון,chorus,Primary,פַּזְמוֹן,
Music,בית,"stanza, verse",Primary,בַּיִת,
Music,להלחין,to compose,Primary,לְהַלְחִין,
Music,גיטריסט,guitarist,Primary,גִּיטָרִיסְט,
Music,אקורד,chord,Primary,אַקוֹרְד,
Music,מתופף,drummer,Primary,מְתוֹפֵּף,
Music,כנר,violinist,Primary,כַּנָּר,
Music,חצוצרה,"trumpet, horn",Primary,חַצוֹצְרָה,
Music,מיקרופון,microphone,Primary,מִיקְרוֹפוֹן,
Music,רמקול,speaker (music),Primary,רַמְקוֹל,
Music,הד,"echo, reverb",Primary,הַד,
Music,מנגינה,tune,Primary,מַנְגִּינָה,
Music,מפוחית,harmonica,Primary,מַפּוּחִית,
Music,לכוון,to tune (an instrument),Primary,לְכַוּוּן,
Music,מנצח,conductor,Primary,מַנְצֵחַ,
Music,סולם,scale (music),Primary,סֻלָּם,
Music,ים-תיכוני,Mediterranean,Primary,יָם-תִּיכוֹנִי,
Music,צליל,"tone, sound",Primary,צְלִיל,
Sports,כדור,ball,Primary,כַּדּוּר,
Sports,ספורט,sport,Primary,סְפֹרְט,
Sports,שחקן,player,Primary,שַׁחְקָן,
Sports,משחק,game,Primary,מִשְׂחָק,
Sports,תחרות,competition,Primary,תַּחֲרוּת,
Sports,קבוצה,"team, squad",Primary,קְבוּצָה,
Sports,מחצית,half,Primary,מַחֲצִית,
Sports,כדורגל,"football, soccer",Primary,כַּדּוּרֶגֶל,
Sports,כדורסל,basketball,Primary,כַּדּוּרְסַל,
Sports,נקודה,point,Primary,נְקוּדָה,
Sports,שער,"goal, gate",Primary,שְׁעָר,
Sports,להבקיע,to score,Primary,לְהַבְקִיעַ,
Sports,איצטדיון,stadium,Primary,אִצְטָדִיוֹן,
Sports,תיקו,draw,Primary,תִּיקוֹ,
Sports,מאמן,coach,Primary,מְאַמֵּן,
Sports,מחבט,racket,Primary,מַחְבֵּט,
Sports,אליפות,championship,Primary,אַלִּיפוּת,
Sports,כדורעף,volleyball,Primary,כַּדּוּרַעֲף,
Sports,אלוף,champion,Primary,אַלּוּף,
Sports,מדליה,medal,Primary,מֵדַלְיָה,
Sports,שלושער,hat-trick,Primary,שָׁלוֹשְׁעָר,
Sports,מרתון,marathon,Primary,מָרָתוֹן,
Sports,בעיטה,kick,Primary,בַּעִיטָה,
Sports,מכון כושר,gym,Primary,מַכּוֹן כּוֹשֶׁר,
Sports,צעד,step,Primary,צַעַד,
Sports,מגרש,"field, court",Primary,מִגְרָשׁ,
Sports,פנדל,penalty kick,Primary,פֶּנְדַּל,
Sports,אוהד,fan (individual),Primary,אוֹהֵד,
Sports,חלוץ,striker (football),Primary,חֲלוּץ,
Sports,בלם,defender (football),Primary,בַּלְם,
Sports,שוער,"goalkeeper, goalie",Primary,שׁוֹעֵר,
Sports,עמדה,position,Primary,עֲמָדָה,
Sports,התקפה,offence,Primary,הַתְּקָפָה,
Sports,ליגה,league,Primary,לִיגָה,
Sports,שחייה,swimming,Primary,שְׁחִיָּה,
Sports,גביע,"trophy, cup",Primary,גְּבִיעַ,
Sports,אולימפיאדה,olympics,Primary,אוֹלִימְפִּיאָדָה,
Sports,אתלט,athlete,Primary,אַתְלֵט,
Sports,כושר,fitness,Primary,כּוֹשֶׁר,
Sports,טניס,tennis,Primary,טֶנִּיס,
Sports,הארכה,overtime,Primary,הַאֲרָכָה,
Sports,קשר,midfielder,Secondary,קֶשֶׁר,
Politics,ביטחון,security,Primary,בִּטָּחוֹן,
Politics,ממשלה,government,Primary,מֶמְשָׁלָה,
Politics,מס,tax,Primary,מַס,
Politics,מלחמה,war,Primary,מִלְחָמָה,
Politics,נשיא,president,Primary,נָשִׂיא,
Politics,חוק,law,Primary,חוֹק,
Politics,זכות,(legal) right,Primary,זְכוּת,
Politics,בטיחות,safety,Primary,בֶּטִיחוּת,
Politics,המלצה,recommendation,Primary,הַמְלָצָה,
Politics,שלום,peace,Primary,שָׁלוֹם,
Politics,כלכלה,economy,Primary,כַּלְכָּלָה,
Politics,עירייה,municipality,Primary,עִירִיָּה,
Politics,מדיניות,policy,Primary,מְדִינִיּוּת,
Politics,צבא,army,Primary,צְבָא,
Politics,פשע,crime,Primary,פֶּשַׁע,
Politics,מנהיג,leader,Primary,מַנְהִיג,
Politics,בחירות,elections,Primary,בְּחִירוֹת,
Politics,אסטרטגיה,strategy,Primary,אֵסְטְרַטֵּגְיָה,
Politics,חופש,"freedom, liberty",Primary,חוֹפֶשׁ,
Politics,מעצר,arrest (noun),Primary,מַעֲצָר,
Politics,קמפיין,campaign,Primary,קַמְפֵּיִין,
Politics,קונגרס,congress,Primary,קוֹנְגְרֶס,
Politics,נאום,speech (formal),Primary,נְאוּם,
Politics,אלימות,violence,Primary,אַלִּימוּת,
Politics,שחיתות,corruption,Primary,שִׁחִיתוּת,
Politics,עימות,"confrontation, debate",Primary,עִימוּת,
Politics,מועמד,candidate,Primary,מוֹעֲמָד,
Politics,הכנסת,the Knesset,Primary,הַכְּנֶסֶת,
Politics,פרלמנט,parliament,Primary,פַּרְלָמֶנְט,
Politics,שוחד,"bribe, bribery",Primary,שׁוֹחַד,
Politics,מושל,governor,Primary,מוֹשֵׁל,
Politics,חבר-כנסת,MK (member of Knesset),Primary,חָבֵר כְּנֶסֶת,
Politics,שביתה,(workers') strike,Primary,שְׁבִית,
Politics,איום,threat,Primary,אִיוּם,
Politics,ראש-עיר,mayor,Primary,רֵאשׁ-עִיר,
Politics,עושר,wealth,Primary,עוֹשֶׁר,
Politics,אשמה,guilt,Primary,אַשְׁמָה,
Politics,מפלגה,(political) party,Primary,מִפְלָגָה,
Politics,שר,minister,Primary,שַׁר,
Politics,משרד-האוצר,Ministry of Finance,Primary,מִשְׁרַד-הָאוֹצָר,
Politics,משרד-הביטחון,Ministry of Defense,Primary,מִשְׁרַד-הַבִּטָּחוֹן,
Politics,משרד-המשפטים,Ministry of Justice,Primary,מִשְׁרַד-הַמִּשְׁפָּטִים,
Politics,משרד-הפנים,Ministry of Interior,Primary,מִשְׁרַד-הַפְּנִים,
Politics,משרד-החוץ,Ministry of Foreign Affairs,Primary,מִשְׁרַד-הַחוּץ,
Diminutives,כלבלב,puppy,Secondary,כַּלְבָּלֶב,
Diminutives,חתלתול,kitten,Secondary,חֲתַלְתוּל,
Diminutives,קטנטן,tiny,Secondary,קְטַנְטַן,
Diminutives,אדמדמה,reddish,Secondary,אַדְמָדְמָה,
Diminutives,ירקרק,greenish,Secondary,יְרָקְרַק,
Diminutives,כחלחל,blueish,Secondary,כָּחָלְחָל,
Diminutives,צהבהב,yellowish,Secondary,צַהֲבַהֵב,
Diminutives,חזרזיר,piglet,Secondary,חַזְרַזִּיר,
Diminutives,צלוחית,saucer,Secondary,צָלוּחִית,
Diminutives,מלונית,"motel, inn",Secondary,מַלוֹנִית,
Diminutives,שקית,small bag,Secondary,שַׁקִּית,
Diminutives,גחלילית,firefly,Secondary,גַּחֲלִילִית,
Diminutives,ידית,handle,Secondary,יָדִית,
Diminutives,קשית,straw,Secondary,קַשִּׁית,
Diminutives,ילדון,little boy,Secondary,יַלְדוֹן,
Diminutives,ילדונת,little girl,Secondary,יַלְדּוֹנֶת,
Diminutives,דובון,teddy bear,Secondary,דּוּבוֹן,
Diminutives,פילון,young elephant,Secondary,פִּילוֹן,
Diminutives,ספרון,booklet,Secondary,סֵפֶרוֹן,
Diminutives,מחשבון,calculator,Secondary,מַחְשָׁבוֹן,
Diminutives,מגבון,towelette,Secondary,מַגָּבוֹן,
Legends,אגדה,legend,Primary,אַגָּדָה,
Legends,נסיכה,princess,Primary,נְסִיכָה,
Legends,ארמון,palace,Primary,אַרְמוֹן,
Legends,דרקון,dragon,Primary,דְּרָקוֹן,
Legends,חרב,sword,Primary,חֶרֶב,
Legends,נסיך,prince,Primary,נָסִיךְ,
Legends,מלכה,queen,Primary,מַלְכָּה,
Legends,ממלכה,kingdom,Primary,מַמְלָכָה,
Legends,חץ,arrow,Primary,חֵץ,
Legends,מגן,shield,Primary,מָגֵן,
Legends,קשת,bow,Primary,קֶשֶׁת,
Legends,משתה,"feast, banquet",Primary,מִשְׁתֶּה,
Legends,אביר,knight,Primary,אָבִיר,
Legends,שיריון,armor,Primary,שִׁרְיוֹן,
Legends,קסדה,helmet,Primary,קַסְדָּה,
Legends,לוחם,warrior,Primary,לוֹחֵם,
Legends,מכשפה,witch,Primary,מְכַשֵּׁפָה,
Legends,חומה,wall,Primary,חוֹמָה,
Legends,שיקוי,potion,Primary,שִׁקּוּי,
Legends,כישוף,"spell, witchcraft",Primary,כִּשּׁוּף,
Legends,קסם,magic,Primary,קֶסֶם,
Legends,קוסם,magician,Primary,קוֹסֵם,
Legends,שרביט,wand,Primary,שַׁרְבִּיט,
Legends,מכשף,wizard,Primary,מְכַשֵּׁף,
Legends,קללה,curse,Primary,קְלָלָה,
Legends,משרת,servant,Primary,מְשָׁרֵת,
Legends,גיבור,hero,Primary,גִּיבּוֹר,
Legends,ערפד,vampire,Primary,עַרְפָּד,
Legends,זומבי,zombie,Primary,זוֹמְבִּי,
Legends,איש-זאב,werewolf,Primary,אִישׁ-זְאֵב,
Legends,גולם,golem,Primary,גּוֹלֶם,
Legends,גיבור-על,superhero,Primary,גִּיבּוֹר-עַל,
Legends,יצור,creature,Primary,יָצוּר,
Legends,מפלצת,monster,Primary,מִפְלֶצֶת,
Future Nif'al,ניכנס,(we) will enter,Tertiary,נִכְנָס,
Future Nif'al,תיפגש,(you/she) will meet,Tertiary,תִּפָּגֵשׁ,
Future Nif'al,תיגמר,(you/she) will come to an end,Tertiary,תִּגָּמֵר,
Future Nif'al,ייפגע,(he) will be damaged,Tertiary,יִפָּגַע,
Future Nif'al,ישאר,(he) will remain,Tertiary,יִשְׁאָר,
Future Nif'al,ייפרדו,(they) will be separated,Tertiary,יִפָּרְדוּ,
Future Nif'al,ליהנות,to enjoy,Tertiary,לִיהָנוֹת,
Future Nif'al,להישלח,"to be sent, dispatched",Tertiary,לְהִישָׁלַח,
Future Nif'al,להיאבד,"to be lost, perish",Tertiary,לְהִיאָבֵד,
Future Nif'al,להראות,to be invisible,Tertiary,לְהֵרָאוֹת,
Formal,נא,please,Secondary,נָא,
Formal,מדוע,why,Secondary,מַדּוּעַ,
Formal,כיצד,how,Secondary,כֵּיצַד,
Formal,אדוני,sir,Secondary,אֲדוֹנִי,
Formal,גברתי,ma'am,Secondary,גְּבֵרָתִי,
Formal,עתה,now,Secondary,עַתָּה,
Formal,מאין,from where,Secondary,מֵאַיִן,
Formal,היכן,where,Secondary,הֵיכָן,
Formal,ולאן,and where,Secondary,וּלְאָן,
Formal,מהי,what is,Secondary,מַהִי,
Formal,אנא,please,Secondary,אָנָּא,
Formal,אנו,we,Secondary,אֲנוּ,
Formal,אשר,which,Secondary,אֲשֶׁר,
Formal,הבה,let's,Secondary,הַבָּה,
Formal,אין,is not,Secondary,אֵין,
Formal,איני,I am not,Secondary,אֵינִי,
Formal,אינךָ,you are not,Secondary,אֵינְךָ,
Formal,אינךְ,you are not,Secondary,אֵינְךְ,
Formal,אינו,he is not,Secondary,אֵינוֹ,
Formal,אינה,she is not,Secondary,אֵינָה,
Formal,איננו,we are not,Secondary,אֵינָנוּ,
Formal,אינכם,you are not,Secondary,אֵינְכֶם,
Formal,אינכן,you are not,Secondary,אֵינְכֶן,
Formal,אינם,they are not,Secondary,אֵינָם,
Formal,אינן,they are not,Secondary,אֵינָן,
Formal,אינני,I am not,Secondary,אֵינְנִי,
Formal,איננה,she is not,Secondary,אֵינְנָה,
Business,כסף,money,Primary,כֶּסֶף,
Business,דולר,dollar,Primary,דּוֹלָר,
Business,לעלות,to go up,Primary,לַעֲלוֹת,
Business,חוב,debt,Primary,חוֹב,
Business,השקעה,investment,Primary,הַשְׁקָעָה,
Business,ביטוח,insurance,Primary,בִּיטוּחַ,
Business,שקל,Shekel,Primary,שֶׁקֶל,
Business,כרטיס,ticket,Primary,כַּרְטִיס,
Business,עסקים,business,Primary,עֲסָקִים,
Business,כרטיס אשראי,credit card,Primary,כַּרְטִיס אַשְׁרָאי,
Business,זהב,gold,Primary,זָהָב,
Business,מחיר,price,Primary,מְחִיר,
Business,אגורה,Agora (Israeli currency equiv. to Cent),Primary,אֲגוֹרָה,
Business,מותג,brand,Primary,מוּתָג,
Business,חוזה,contract,Primary,חוֹזֶה,
Business,אירו,Euro,Primary,אֵירוֹ,
Business,עסקה,"transaction, deal",Primary,עֲסָקָה,
Business,תקציב,budget,Primary,תִּקְצִיב,
Business,עודף,change (monetary),Primary,עוֹדֵף,
Business,מטבע,"currency, coin",Primary,מָטְבֵּעַ,
Business,מזומן,cash,Primary,מְזוּמָּן,
Business,קידום,promotion,Primary,קִידוּם,
Business,עלות,cost (noun),Primary,עֲלוּת,
Business,ארגון,organization,Primary,אִרְגוּן,
Business,שטר,"bill, note, deed",Primary,שֵׁטָר,
Business,ריאיון,interview,Primary,רֵאָיוֹן,
Business,פגישה,meeting,Primary,פְּגִישָׁה,
Business,חברה,company,Primary,חֲבָרָה,
Business,משכורת,"salary, wages",Primary,מַשְׁכּוֹרֶת,
Business,מנהל,manager,Primary,מְנַהֵל,
Business,פרסום,advertisement,Primary,פְּרָסוּם,
Business,שווי,"value, worth",Primary,שְׁווּי,
Business,מסחר,commerce,Primary,מַסְחָר,
Business,תעשייה,industry,Primary,תַּעֲשִׂיָּה,
Business,מוצר,product,Primary,מוּצָר,
Business,פרסומת,commercial,Primary,פְּרָסוּמֶת,
Business,בורסה,stock market,Primary,בּוֹרְסָה,
Business,סוכן,agent,Primary,סֹכֵן,
Business,שער,(exchange) rate,Primary,שְׁעָר,
Business,סיכון,risk,Primary,סִיכּוּן,
Outer Space,חמה,Sun,Primary,חַמָּה,
Outer Space,נגה,Venus,Primary,נֹגַהּ,
Outer Space,מאדים,Mars,Primary,מַאֲדִים,
Outer Space,צדק,Jupiter,Primary,צֶדֶק,
Outer Space,שבתאי,Saturn,Primary,שַׁבְּתַּאי,
Outer Space,מערכת-שמש,Solar system,Primary,מַעֲרֶכֶת-שֶׁמֶשׁ,
Outer Space,גשושית,probe,Primary,גְּשׁוּשִׁית,
Outer Space,החלל החיצון,(the) outer space,Primary,הַחָלָל הַחִיצוֹן,
Outer Space,חללית,spaceship,Primary,חַלָּלִית,
Outer Space,מעבורת,shuttle,Primary,מַעֲבֹרֶת,
Outer Space,שיגור,launch,Primary,שֵׁגוּר,
Outer Space,אסטרונאוט,astronaut,Primary,אַסְטְרוֹנָאוּט,
Outer Space,לוויין,satellite,Primary,לַוּוִיָּן,
Outer Space,מסלול,orbit,Primary,מַסְלוּל,
Outer Space,מטאור,meteor,Primary,מֵטְאוֹר,
Outer Space,מכתש,crater,Primary,מַכְתֵּשׁ,
Outer Space,שביל-החלב,(the) milky way,Primary,שְׁבִיל הַחָלָב,
Outer Space,גלקסיה,galaxy,Primary,גַּלַּקְסִיָּה,
Outer Space,חור שחור,black hole,Primary,חוֹר שָׁחוֹר,
Outer Space,ליקוי,eclipse,Primary,לִיקּוּי,
Jewish Festivals,פסח,Passover,Primary,פֶּסַח,
Jewish Festivals,ליל-הסדר,Seder night,Primary,לֵיל הַסֵּדֶר,
Jewish Festivals,שבועות,Shavuot,Primary,שָׁבוּעוֹת,
Jewish Festivals,יציאת מצרים,Exodus,Primary,יְצִיאַת מִצְרַיִם,
Jewish Festivals,מצה,Matzah,Primary,מַצָּה,
Jewish Festivals,חג,holiday,Primary,חַג,
Jewish Festivals,לחגוג,to celebrate,Primary,לְחַגּוֹג,
Jewish Festivals,יום כיפור,Yom Kippur,Primary,יוֹם כִּפּוּר,
Jewish Festivals,סוכה,"Sukka, Sukkah",Primary,סֻכָּה,
Jewish Festivals,ראש השנה,Rosh Ha'shana,Primary,רֹאשׁ הַשָּׁנָה,
Jewish Festivals,תשעה באב,Tisha Be'av,Primary,תִּשְׁעָה בְּאָב,
Jewish Festivals,סוכות,Sukkot,Primary,סֻכּוֹת,
Jewish Festivals,ימים נוראים,High holidays,Primary,יָמִים נוֹרָאִים,
Jewish Festivals,צום,fast,Primary,צוֹם,
Jewish Festivals,שמחת תורה,Simchat Torah,Primary,שִׂמְחַת תּוֹרָה,
Jewish Festivals,אוזן המן,Ozen Haman,Primary,אוֹזֶן הָמָן,
Jewish Festivals,חנוכה,Chanukah,Primary,חֲנֻכָּה,
Jewish Festivals,סביבון,sevivon,Primary,סְבִיבוֹן,
Jewish Festivals,פורים,Purim,Primary,פּוּרִים,
Jewish Festivals,חנוכייה,Chanukiya,Primary,חֲנֻכִּיָּה,
Jewish Festivals,משלוח מנות,Mishloach Manot,Primary,מִשְׁלוֹחַ מָנוֹת,
Jewish Festivals,סופגניה,Sufganiya,Primary,סֻפְגָּנִיָּה,
Jewish Festivals,"ט""ו בשבט",Tu Bi'shvat,Primary,"ט""וּ בִּשְׁבָט",
Welcome to Israel,עולה חדש,Oleh Chadash,Primary,עוֹלֶה חָדָשׁ,
Welcome to Israel,צבר,tzabar,Primary,צַבָּר,
Welcome to Israel,מטקות,matkot,Primary,מַטְקוֹת,
Welcome to Israel,קיבוץ,kibbutz,Primary,קִבּוּץ,
Welcome to Israel,אולפן,ulpan,Primary,אוּלְפָּן,
Welcome to Israel,עלייה,aliyah,Primary,עֲלִיָּה,
Welcome to Israel,על האש,al-ha'esh,Primary,עַל הָאֵשׁ,
Welcome to Israel,פלאפל,falafel,Primary,פְּלַאפֶּל,
Welcome to Israel,חומוס,hummus,Primary,חוּמוּס,
Welcome to Israel,פיתה,pita,Primary,פִּיתָּה,
Welcome to Israel,יום העצמאות,Yom Ha'atzmaut (Independence Day),Primary,יוֹם הָעַצְמָאוּת,
Welcome to Israel,מוזיקה מזרחית,Mizrachi Music,Primary,מוּזִיקָה מִזְרָחִית,
Welcome to Israel,בלאגן,mess,Primary,בַּלָּגָן,
Welcome to Israel,כנרת,Kineret,Primary,כִּנֶּרֶת,
Welcome to Israel,מצדה,"Metzada, Massada",Primary,מְצַדָּה,
Welcome to Israel,אילת,Eilat,Primary,אֵילַת,
Welcome to Israel,חיפה,Haifa,Primary,חֵיפָה,
Welcome to Israel,ים המלח,The Dead Sea,Primary,יָם הַמֶּלַח,
Welcome to Israel,נגב,Negev,Primary,נֶגֶב,
Welcome to Israel,הים האדום,"The Red Sea, Yam Suf",Primary,הַיָּם הָאָדוֹם,
Welcome to Israel,במבה,Bamba,Primary,בַּמְבָּה,
Welcome to Israel,ביסלי,Bissli,Primary,בִּיסְלִי,
Welcome to Israel,עגבניית שרי,cherry tomato,Primary,עַגְבָנִיַּת שָׁרִי,
Welcome to Israel,שקשוקה,shakshuka,Primary,שַׁקְשׁוּקָה,
Welcome to Israel,קיסריה,"Kesarya, Caesarea",Primary,קֵיסַרְיָה,
Welcome to Israel,טבריה,"Tverya, Tiberias",Primary,טְבֶרְיָה,
Welcome to Israel,באר שבע,"Be'er Sheva, Beer Sheba",Primary,בְּאֵר שֶׁבַע,
